ShortUrl,LongUrl,CreationTime
https://goo.gl/GAvbh8,https://en.wikipedia.org/wiki/Differential_cryptanalysis,2018-02-01T19:33:24.685+00:00
https://goo.gl/XiCvjs,https://en.wikipedia.org/wiki/Data_Encryption_Standard,2018-02-01T19:32:13.185+00:00
https://goo.gl/GWJLFd,https://www.coursera.org/learn/crypto/lecture/8oHZd/deterministic-encryption,2018-02-01T19:16:03.941+00:00
https://goo.gl/SL8ahM,https://spectrum.ieee.org/tech-history/silicon-revolution/hans-peter-luhn-and-the-birth-of-the-hashing-algorithm,2018-01-31T17:45:56.375+00:00
https://goo.gl/fiH3Pe,https://en.wikipedia.org/wiki/Natural_proof,2018-01-31T15:32:08.116+00:00
https://goo.gl/KwZWhV,https://en.wikipedia.org/wiki/Short_integer_solution_problem,2018-01-27T17:24:01.790+00:00
https://goo.gl/WRNT9S,https://en.wikipedia.org/wiki/Lattice_problem#Shortest_vector_problem_(SVP),2018-01-27T17:23:01.314+00:00
https://goo.gl/KcH9xQ,https://en.wikipedia.org/wiki/Luhn_algorithm,2018-01-27T17:01:29.611+00:00
https://goo.gl/PJyc4D,https://en.wikipedia.org/wiki/Dijkstra%27s_algorithm,2017-12-08T18:19:18.413+00:00
https://goo.gl/HY9BJD,https://en.wikipedia.org/wiki/Queue_(abstract_data_type),2017-12-08T18:17:14.686+00:00
https://goo.gl/BE7aVG,https://en.wikipedia.org/wiki/Toffoli_gate,2017-11-19T03:43:46.417+00:00
https://goo.gl/jCVtEY,https://en.wikipedia.org/wiki/No-cloning_theorem,2017-11-19T03:37:15.074+00:00
https://goo.gl/NQVLLF,https://en.wikipedia.org/wiki/Grover%27s_algorithm,2017-11-19T03:36:11.827+00:00
https://goo.gl/mHpYpm,http://chimera.labs.oreilly.com/books/1230000000545/ch04.html#TLS_COMPUTATIONAL_COSTS,2017-11-17T01:36:25.702+00:00
https://goo.gl/ELnXhq,https://en.wikipedia.org/wiki/Parity_of_a_permutation,2017-11-15T18:46:39.883+00:00
https://goo.gl/xwDJT6,https://docs.google.com/document/d/1JHAe6OUnpHZcmhMh1IjJc4k6bsy7b7mVwTJn-GeNKxs/edit?usp=sharing,2017-08-24T02:00:24.578+00:00
https://goo.gl/forms/HxXeWy2z5iY3dkVz2,https://docs.google.com/forms/d/e/1FAIpQLSc1hh-n_O2gGgrPTW_5ALLpxNLCGrWFl58JPMVcLVxG0Ns_Lw/viewform?usp=send_form,2017-07-05T12:23:50.117+00:00
https://goo.gl/4r2ugc,https://docs.google.com/forms/u/0/d/e/1FAIpQLSc1hh-n_O2gGgrPTW_5ALLpxNLCGrWFl58JPMVcLVxG0Ns_Lw/viewform?usp=sf_link,2017-07-05T12:19:30.392+00:00
https://goo.gl/forms/LjAFmhwAaSw7m6s12,https://docs.google.com/forms/d/e/1FAIpQLSc1hh-n_O2gGgrPTW_5ALLpxNLCGrWFl58JPMVcLVxG0Ns_Lw/viewform?usp=send_form,2017-07-05T12:18:54.587+00:00
https://goo.gl/forms/G0AemOFs6Ql8Jgy72,https://docs.google.com/forms/d/e/1FAIpQLSfN2Vk6JqTbn3JhzW6L6P8Ui53_cRSOHCD-X-iz9ahsmK8i7w/viewform?c=0&w=1&usp=send_form,2016-09-11T16:53:55.358+00:00
https://goo.gl/forms/9XjXlSNqWwVEr6bU2,https://docs.google.com/forms/d/e/1FAIpQLSfN2Vk6JqTbn3JhzW6L6P8Ui53_cRSOHCD-X-iz9ahsmK8i7w/viewform?c=0&w=1&usp=send_form,2016-09-11T16:48:06.181+00:00
https://goo.gl/forms/CeIp3zNbs4kOKV4M2,https://docs.google.com/forms/d/e/1FAIpQLSfRaoKDlWeuF81m-QIMcy9rWlwqfjj-LFVw2C3IrPH1fM3eTg/viewform?c=0&w=1&usp=send_form,2016-08-28T17:50:12.147+00:00
https://goo.gl/maps/0qn6w,http://maps.google.com/?cid=7835635857854648599&hl=en&gl=us,2015-08-28T09:26:25.645+00:00
https://goo.gl/maps/UB6gp,http://maps.google.com/?q=Reichenbach+Falls%2C+Schattenhalb%2C+Switzerland&ftid=0x478f8fb8ddcec5b1:0x82789de3e0190a97&hl=en&gl=us,2015-08-26T09:10:33.400+00:00
https://goo.gl/maps/sWiQ6,http://maps.google.com/?q=Route+de+la+Plage%2C+1897+Port-Valais%2C+Switzerland&ftid=0x478e9eaaa1353c31:0x61dcdba6b1159abf&hl=en&gl=us,2015-08-25T09:37:32.300+00:00
https://goo.gl/maps/1VL3X,http://maps.google.com/?q=Route+de+la+Laiterie+6%2C+1082+Corcelles-le-Jorat%2C+Switzerland&ftid=0x478c2b67edb710c3:0x122f08599184a5c4&hl=en&gl=us,2015-08-25T09:32:06.631+00:00
https://goo.gl/maps/0osLJ,http://maps.google.com/?q=46.507221,6.625894&hl=en&gl=us,2015-08-24T07:39:06.573+00:00
https://goo.gl/maps/3ZxtS,http://maps.google.com/?q=Viale+Europa%2C+Parma+PR%2C+Italy&ftid=0x47806aed6b692649:0xa629627a18d629eb&hl=en&gl=us,2015-08-20T19:19:19.430+00:00
https://goo.gl/maps/s9uxZ,http://maps.google.com/?q=Viale+Europa%2C+Parma+PR%2C+Italy&ftid=0x47806aed6b692649:0xa629627a18d629eb&hl=en&gl=us,2015-08-20T19:19:12.011+00:00
https://goo.gl/maps/5Bmcg,http://maps.google.com/?q=43.015154,11.906197&hl=en&gl=us,2015-08-10T15:55:58.525+00:00
https://goo.gl/maps/cV6tQ,http://maps.google.com/?q=42.362220,-71.068904&hl=en&gl=us,2015-07-22T18:56:55.666+00:00
https://goo.gl/maps/bUz8e,http://maps.google.com/?q=121+S+Main+St%2C+Brown+University%2C+Providence%2C+RI+02903&ftid=0x89e445161aa65e53:0xe77378fa6ad287bc&hl=en&gl=us,2015-04-22T19:49:27.292+00:00
https://goo.gl/maps/LTZ0v,http://maps.google.com/?q=37+E+36th+St%2C+New+York%2C+NY+10016&ftid=0x89c2590717d8f573:0x24d926e92c322ac8&hl=en&gl=us,2014-12-24T05:53:04.112+00:00
https://goo.gl/maps/qcTk0,http://maps.google.com/?q=34+E+35th+St%2C+New+York%2C+NY+10016&ftid=0x89c25907735624ad:0xc7283e0a29b3e001&hl=en&gl=us,2014-12-24T05:52:27.681+00:00
https://goo.gl/maps/3REMO,http://maps.google.com/?q=Japan%2C+%E3%80%92605-0000+%E4%BA%AC%E9%83%BD%E5%BA%9C%E4%BA%AC%E9%83%BD%E5%B8%82%E4%B8%8B%E4%BA%AC%E5%8C%BA%E5%A4%A9%E6%BA%80%E7%94%BA+%E6%9C%A8%E5%B1%8B%E7%94%BA%E3%82%B0%E3%83%AA%E3%83%BC%E3%83%B3%E3%83%8F%E3%82%A4%E3%83%84&ftid=0x600108beff912367:0x81f5e25a634f1eb6&hl=en&gl=us,2014-08-21T02:05:00.140+00:00
https://goo.gl/maps/BYypC,http://maps.google.com/?q=3+Chome-3-6+Shibaura%2C+Minato-ku%2C+T%C5%8Dky%C5%8D-to+105-0023%2C+Japan&ftid=0x60188bb3806cbb93:0x7750a4046467a3e4&hl=en&gl=us,2014-08-04T06:55:14.483+00:00
https://goo.gl/maps/hwxQH,http://maps.google.com/?q=3+Chome-3-6+Shibaura%2C+Minato-ku%2C+T%C5%8Dky%C5%8D-to+105-0023%2C+Japan&ftid=0x60188bb3806cbb93:0x7750a4046467a3e4&hl=en&gl=us,2014-08-04T05:54:38.735+00:00
https://goo.gl/maps/pdyYL,http://maps.google.com/?cid=4412204878584594772&hl=en&gl=us,2014-08-04T03:10:47.471+00:00
https://goo.gl/maps/FzUH0,http://maps.google.com/?q=%C3%96sterl%C3%A5nggatan+2%2C+111+31+Stockholm%2C+Sweden&ftid=0x465f9d587422165d:0x2e0b37e88c0857ed&hl=en&gl=us,2014-07-01T12:58:13.520+00:00
https://goo.gl/maps/iyuUW,http://maps.google.com/?q=New+Hampshire+27%2C+Raymond%2C+NH+03077&ftid=0x89e2f66da34f92d5:0xd0f53a1e39674f1&hl=en&gl=us,2014-06-08T20:10:45.762+00:00
